REVIEW_ID,PRODUCT_ID,TITLE,AUTHOR,RATING,CONTENT,TIMESTAMP,PROFILE_ID,IS_VERIFIED,HELPFUL_COUNT,PRODUCT_ATTRIBUTES,BRAND,POLARITY,SENTIMENT,POLARITY_NLTK,SENTIMENT_NLTK
R1KBCW7K0GW31C,B0CCZ26B5V,5.0 out of 5 stars Comfortable & Amazing Sound Quality,Kcald,5,"I’m so glad I purchased these over the Beats Pros. I had gone to Best Buy to actually try these headphones along with others and I picked these. The Beats Pros were tight and pressed on my ears which would for sure hurt after a while. Sony headphones felt cheap and like they’d break easily.I like these because they cup around your ear and don’t squeeze your head to where it’s uncomfortable. The feel sturdy and like they will hold up. The sound quality is amazing and I think way better than the Beats Pros. In the Bose app you can change the EQ to whatever you’d like which is a great customization. Also, I thought about getting the Ultras but they were a bit too pricy and only had a little extra stuff. Another great thing is you can create your own modes and adjust how much noise is drowned out. Lastly, these come in a great color, I love the blue shade.Overall I 100% recommend these and they are worth the price! However I did get them during Amazon prime at $199 so that also helped. So if you can’t decide between headphones I’d say go for these ones!","August 15, 2024",AEFHQ76CUQSZR2EO3ROXCM53BD7A,True,10.0,Color: Moonstone Blue,Bose QuietComfort,0.30881211180124224,Positive,0.9881,Positive
R14R8A2ANENBG0,B0CCZ26B5V,5.0 out of 5 stars Outstanding Noise Cancellation and Comfort – A Must-Have!,JKK,5,"I recently invested in the Bose QuietComfort Wireless Noise Cancelling Headphones, and they have exceeded all my expectations! As someone who values high-quality audio and effective noise cancellation, these headphones have truly impressed me.First and foremost, the noise-cancelling feature is phenomenal. Whether I’m on a busy commute, working in a noisy café, or just trying to relax at home, the Bose QuietComfort headphones create an incredibly serene listening environment. The active noise cancellation technology blocks out external sounds so effectively that it feels like I’m in my own private sound bubble.The sound quality is top-notch as well. The audio is crisp, clear, and well-balanced across all genres. Whether I’m listening to music, podcasts, or taking calls, the clarity and richness of the sound make every experience enjoyable.Comfort is another area where these headphones truly shine. The plush ear cushions and adjustable headband ensure a perfect fit for extended listening sessions. I’ve worn them for hours on end without any discomfort, which is a testament to their ergonomic design.Battery life is impressive, too. I easily get up to 24 hours of playback on a single charge, making them ideal for long flights, commutes, or extended work sessions. And if you’re in a pinch, a quick charge gives you hours of additional listening time.The Bluetooth connectivity is seamless and reliable. Pairing with my devices is quick and hassle-free, and the connection stays strong even when I’m moving around.Overall, the Bose QuietComfort Wireless Noise Cancelling Headphones are worth every cent. They","July 26, 2024",AGB2SSSDRFW5UQVD5EV4TU2Z65AA,True,15.0,Color: Black,Bose QuietComfort,0.4078817733990149,Positive,0.9953,Positive
R1CKN589J52EL5,B0CCZ26B5V,5.0 out of 5 stars Quiet and (mostly) comfortable indeed.,Reviewer MHM 3-5,5,"This is my first pair of Bose headphones. Initial impressions before even putting them on was “Dang, these are expensive headphones,” and at $349.99, yes, they are. There’s hundreds of headphones on the market, many of them with noise cancelling, that are available for far less money. But, considering my first pair of ANC Headphones were the original Beats by Dr. Dre Studios, and adjusted for inflation since 2011, I paid $416 for those, these are certainly more than competitive. Also, there’s a reason that for the past several years, when people bring up noise cancelling headphones, they are usually talking about Sony or Bose as their reference point. They are quality. They do the job well. Let’s dive in.1. ANC2. Comfort3. Sound4. Build Quality5. Feature Set6. Who should buy these?Ok, so as I said, my previous ANC Headphones are the original Beats Studios, and my most recent over the ear headphones purchase was the Audio-Technica ATH-M50x back in 2017. I’ll be comparing these to my experience with the both of them. Maybe also in comparison to my gaming headset, the Razer Barracuda X.First off, the noise cancelling itself, since this lineup is called QUIETComfort. Pretty darn good. Honestly, I can’t say that it’s any better than my reference point of headphones from 2011, but still positive experience. Blocks out basically all voices (except the higher range like baby cries), and I couldn’t hear any other noise around me when in use. Can’t complain.Now for the QuietCOMFORT portion of the equation. Compared to both of my previous headphones, it’s a serious improvement. The Beats and Audio-Technica both were heavy over the top of my skull, creating discomfort over extensive sessions where I would shift the band forward and backward over my head to give a break to the affected area. My Razer Barracuda X are also lightweight, and up to this point were the most comfortable in this regards, but the Bose definitely have more padding on the band. That said, I still have experienced the same over the skull discomfort with these headphones, and the band has to be loosened to address it. Obviously, that means the headphones overall sit more loosely on my head and are less secure.The earcups have sufficient padding for my ears, and they don’t make contact, so though they are shallow, they aren’t as shallow as others I’ve owned where the speaker housings press against the outer cartilage of my ear. This, again makes for a comfortable experience over time. Like other headphones I’ve owned, definitely heat buildup inside the earcups, and these are no exception, with condensation gathering on the material. Yep, I was sweaty listening to these. But I live in the desert, so there’s that. Your experience may vary based on your location and if you run generally warm or not.The sound quality over playback is pleasant, and anything I’ve found unpleasant I can adjust easily with the Bose app to tune the EQ to my liking. I blame anything I haven’t liked to my various EQ settings (iOS, Spotify, Bose app combinations) and the source of the audio (Spotify streaming) more than the quality of the sound itself. Both my ATH-M50x and Barracuda X have mostly neutral sound, with the ATH being legitimate studio monitors being only slightly warm and the Barracuda having neutral with slight emphasis to bass for obvious reasons: gaming you want to hear footsteps, and higher bass emphasis aids immersion in game. Obviously, the Beats were very warm, and had bass emphasized beyond the Barracudas. So if I were to place the Bose in the comparison, I’d say its default sound is warm, not neutral, but definitely not as bass heavy as anything Beats put out in 2011 (and from what I read, remains bass heavy in the present). These aren’t studio monitors or reference headphones or audiophile headphones. They’re meant to just make your music sound good with little fuss, with the ability to tune to your liking. If you want audiophile headphones, neither Bose nor Sony nor Beats offerings in this segment meet that criteria. If you want bass heavy headphones, Bose, Sony, JBL have extensive options in that regards at several price points. As already stated, this meets the middle ground between neutral and bass emphasized. It’s warm out of the box, but not at the detriment of the rest of the range. Everything from low to high is clear and crisp. Nothing is overly harsh.Build quality is a little bit of a concern of mine. It’s very hard to find a set of headphones not made entirely out of plastic and no exception here. The inherent design of my OG Beats, though also loaded with plastic, felt sturdier, but the only moving points on those were the hinges, and to a far lesser degree, the cups moved on slight swivels to lay flat on your head. So it makes sense that they’d feel sturdy when there wasn’t a lot of pivot and rotation points. On these, the headphones have folding and rotating ear cups, and at all points across the build, there feels like there’s flex in it. I worry very much that my toddler or baby would get a hold of them and twist them to pieces. I don’t have that concern with either my Audio-Technica headphones, also mostly plastic, nor the Corsair gaming headset my toddler uses for his drum kit, which gets tossed around, stepped on, kicked around, and keeps on going just fine. But, as previously stated, the material choice keeps weight down, which keeps comfort high, like my Barracuda X. Both have lots of lightweight plastic. Both need to be kept away from kids that don’t know how to treat things with delicate touch. Though I know people do go for a run or workout with these, I wouldn’t recommend it. I don’t know if they’d survive a fall, and they’re not IPX rated anyhow against sweat or other moisture. Seriously, get some IPX rated headphones or use some earbuds for sweaty, motion filled sessions. Keep these for the office, study, travel, and everyday listening. With that said, these still feel like a premium product. They don’t feel cheap. I’m just leveling with anyone that is considering these of what their limitations may be.Feature set for these is quite extensive, and y’all can do your research on every last bit. Will just point out some things I was curious about when I purchased these.- The ANC has two presets: Quiet and Aware. You can craft your own presets in the app, and adjust them based on your liking and whether or not you think you’ll encounter wind. So far I find these basically pointless. I don't need to fine tune how much ANC I have. I either want to hear things, or don't.- The app also supports any firmware updates and allows you to tune your EQ to your liking. I can’t stand that there’s multiple Bose apps. I use one for these headphones and one for my Soundlink Flex. I really wish Bose would consolidate all their consumer, portable audio (meaning headphones, earbuds, and travel speakers) into one app. I don’t know why I need two apps for devices that both come and go with me. I’d be more forgiving of multiple apps along portable products versus home products (such as in-wall speakers and home theater speakers). It's especially confusing when the Soundlink Flex MAX is in the Bose Music app with the QuietComforts, but the Soundlink Flex is not. So weird, so pointless. Anyhow, I digress.- Like all QC lineups, these headphones also support analog playback over a traditional cable. They also all feature an asymmetric plug arrangement, 2.5mm on one end and 3.5mm on the other. Unlike the more expensive QuietComfort Ultras, this pair of headphones I’m reviewing allows for passive playback. If you run out of charge or are preserving charge, you can still use these without ANC and listen over the cable. And it has in-line mic as well. This gives you far more flexibility than the Ultras, and allows these headphones to serve double duty as an in-a-pinch gaming headset for an Xbox controller, and to continue to support phone calls, etc. through the in-line microphone even if you cannot or choose not to power them on. I cannot believe that Bose’s flagship product, the Ultras, do not offer that same versatility. This product would be even better if you could use these speakers powered but without ANC features (quiet or aware) enabled to conserve battery power, but retain the convenience of wireless.- Driver size is 35mm to the Ultras 40mm. My ATH-M50x, aptly named, are closer to 50mm drivers, and I believe the Barracuda X are 40mm or so. But the playback volume on the Bose seems louder and, obviously is more versatile than my analog only ATH-M50x comparison. The Barracuda, also wireless, are still less versatile in that they require the USB-C dongle or the analog cable to function, and lack ANC. Bluetooth 5+ is just far more versatile, even if it has latency that the aforementioned devices do not.- Main differences between these and the Ultras include the driver size (Ultra is larger), the amount of microphones used for ANC (the Ultra has more), the inclusion of Immersive Audio on the Ultras (like Spatial Audio on Apple… I’m honestly not sold by that at this time), battery life (these are longer than the Ultra), and the physical structure of them differ. These are just another rehash of the QC35, QC45 design, the Ultras are unique in their structure.They arrived at 60% charge and I listened to them for about 30 minutes before placing them on a USB-C charger. Within an hour I was at 100%. Could’ve been quicker. Idk. Was in the backyard playing with the kiddos and listening to the Bose Soundlink Flex (go buy one of those, I’d recommend that to anybody).So, who are these headphones for? A lot of people, but let’s face it, $349.99 will price out a lot of buyers. I’d recommend my existing ATH-M50x to people that want to spend under $200 and only care about reliable sound. I’d recommend Sony ULT ANC Headphones for people with $200 to spend that want ANC and plan on listening to Pop, Hip-Hop, EDM (their ANC is nearly as good as XM5, Sony’s competitor to these Bose… but they’re very bass heavy). I’d recommend Audio-Technica again to people with a budget of $100.These are a luxury product. I’m aware that there are headphones far more expensive than these. But these are still expensive to many people. At this price point, I’d expect no less than 5 years of usage, and as I’ve already stated, I’ve used $150 headphones for 7 years now. So with that said, a couple of points of advice to someone weighing investing into these:- These go on sale periodically down to $249.99. At that price, they’re still premium, but far more competitive against the likes of Sony XM5 and Apple AirPods Max.- Bose Refurbished is a great option. The warranty is exactly the same as the brand new product, and you save money. I’ve done just that with my Soundlink Flex and have been so happy. I’m doing it again with the QuietComfort Ultras, which I snagged at $259.99, instead of their new list price of $429.99.Okay, enough money talk. Back to who these are for. If you made it this far, the $249.99-$349.99 is obviously something you’re considering as a fair value.So with that said, if you are a professional or student that wants to block out the noise around you for hours on end so you can work, these are for you.If you use public transport and want headphones to help you escape the noise, these are for you. Just, uh, be aware of your surroundings. Ya know, be safe. Yadda yadda.If you want legendary ANC, comfort, sound quality as you go through the airport and on your plane, these are for you.If you want some good headphones for the gym, I’d say you won’t be disappointed, but I’d encourage you to do some research for other headphones before you make a plan to routinely sweat into or potentially toss about headphones that are not made for either.If you’re the type of parent that wants to spoil your kid with great headphones, I’d say keep looking unless you find your child as responsible and respectful as a grown adult. I would certainly have broken these as a kid, and maybe even as a teen out of negligence (i.e. tossing my loaded backpack around or something and accidentally smashing something inside or nearby, hard case or not). There are many great headphones out there for less money, and some that are more sturdy. If you want to bless your child that way, do some serious research first, amongst serious review websites that breakdown sound quality, build quality, etc.Wow, look at you! You made it through my Amazon novel! I mean review. Yeah, that's what I meant. Hope it gave you some things to think about as you find the perfect headphones for you. That Cypress Green sure looks good though, right? Ok, bye bye bye now.","July 2, 2024",AH5F7QHDE5VKRAMBN43A5WPU4ADQ,True,449.0,Color: Cypress Green,Bose QuietComfort,0.1368224117523183,Positive,0.9998,Positive
RUR84RZ9061M0,B0CCZ26B5V,5.0 out of 5 stars ANC HEADPHONE COMPARISON: BOSE QUIETCOMFORT / 1MORE SONOFLOW / BEATS SOLO PRO / AIR PODS PRO,ITMCT,5,"I’ve owned & extensively used the Beats Solo Pros & Air Pods Pros. I gave the Beats to my daughter as the ‘on-the-ear’ design was causing me pain on flights. I migrated to the AirPods Pros hoping I’d get similar performance to the Beats with more comfort and less bulk on flights. Ultimately, the Air Pods Pros just won’t stay in my ears and the ANC just isn’t as effective due to the lack of ear covers or better plugs. So recently I ordered the new Bose QuietComforts and the 1More Sonoflows to compare. I was hopeful on the 1More product due to being on sale for $67 and that the price savings would outweigh any deficits. But ultimately I am going with the Bose QCs. This is my personal opinion and what works best for me. Keep in mind I have not extensively tested the Bose or 1More yet, but spent a day alternating between the two so this is based on initial impressions. Categories are in personal order of importance.COMFORT/DESIGN: I gave up the Beats due to pain/pressure from prolonged use of the on the ear cups. I am also not a fan of the Air Pods Pro design, nor getting them to fit in my ears well and stay (I love the original air pods, and I’ve tried multiple buds for the Pros). I have a large head so the Beats had to be fully extended to be on my head properly which probably increased pressure. They fit my adult daughter much better. The Bose QCs don’t require full extension on me, completely cover my ears, and the cups are really soft. The 1More product covers completely, and is comfortable, but heavier & puts more pressure around my ears than the Bose, so I’m skeptical if I’d want to wear them more than an hour or so. The pressure is a drawback especially given the ANC performance noted next.RANKING: Bose QC > 1More Sonoflow > Beats SoloPro > Air Pods ProANC: In my immediate comparison of the Bose QCs and the 1More Sonoflow, there was a large difference in noise cancellation. I use an infrared heater in my office sometimes that is pretty noisy. Comparable to airplane noise but quieter. The Bose is very effective against it despite fitting looser than the 1More product. But the Bose has less options than the Beats for ANC modes and I found the Beats to be slightly better at full ANC than the Bose and quicker to switch modes. The Air Pods are at a disadvantage here being an earbud product but they are effective and travel light. The 1More product was the worst performer on ANC for me.RANKING: Beats Solo Pro > Bose QuietComfort > Air Pods Pro > 1More Sonoflow.SOUND/EQ/APP: I always found the Beats Solo Pros to be balanced, clear, dynamic and pleasant. Integrated with Apple, they worked great though many audiophiles will complain about the lack of EQ adjustments. I liked the simplicity of them and not having to have an additional app. Same goes for the Air Pods. The Bose Sound is very good, as you would expect from Bose, and their App is simple and ok. Out of the box very good and you can tune them to preference. The 1More Product out of the box is definitely at the bottom of the pile. It had an almost metallic, chunky, machine sound to me. You can adjust them, update firmware, and tune them with the app which made the largest difference in the performance compared to the others. The app did have a neat white noise feature with some different options. It also had twice as many EQ adjustments points over the Bose. Ultimately, I enjoy the Bose sound the most followed by the Beats and AirPods and then the 1More, but once tuned all are very good, especially if ANC with music or video on an airplane are your target use.RANKING: Bose QC > Beats Solo Pro > Air Pods Pro > 1More Sonoflow.PHYSICAL FUNCTIONALITY: For me, I love the Beats functionality. Buttons are intuitive and easy to use, typical tactile Apple design. AirPods are similar. So far the Bose is ok, it’s intuitive and the buttons seem like they will be easy to learn. The 1More Sonoflow is last here. All buttons on the right side, the power button in front doubles as a function button and for me it’s awkward trying to find it on the front. The 1More is last by a bit for me here.RANKING: Beats Solo Pro > Air Pods Pro > Bose QC > 1More SonoflowCASE: Beats Case is cheap and not protective at all. AirPods are AirPods. The 1More Case fits but is a bit bulky, rounded, and the included accessory net is too small. The Bose Case is well made, stiff, protective, has a large accessory net, and is rectangular shaped. Personally I see it fitting in a carry on laptop bag or backpack much easier.RANKING: Bose QC > 1More Sonoflow > AirPods Pro > Beats Solo ProBATTERY LIFE: This is of limited importance to me. But it seems to get tons of mention in every online review you read. The headphones all have insanely long run times compared to older devices. I always charge before a trip and never seem to end up with dead devices. Charge your stuff. Not that hard.","February 22, 2024",AHDJUVOQFM3KYWPZVTOVBIJ7ADIA,True,119.0,Color: Cypress Green,Bose QuietComfort,0.20227894445979544,Positive,0.9984,Positive
R2BYJJXMGVVB1G,B0CCZ26B5V,"5.0 out of 5 stars Always a good pair of headphones, but....",MiamiOne,5,"I have the QC45, NC700 and recently gave a relative the QC35ii's (only because they don't use the USB-C plug). Plus, it gave me an excuse to buy this QuietComfort.The reviewers said that the new Quiet Comfort headphones sounded better, and since they were on sale for $200, I grabbed them. They look and feel just like the QC45's I have.As for sound I really CANNOT honestly swear that I can hear a difference compared to the QC45.I think they have a stronger bass tone, but that could just be in my mind to justify purchasing another set of Bose! For we have some wired QC25's too.What did happen, is to avoid buyer's remorse, I finally played with the EQ settings on the Bose app, which did truly kick up the sound quality, which I always thought was good, but kind of flat.Of course, when I applied the new settings to the NC700's and QC45's, I got the same improvements.The main advantage of these is the app allows you to select from a choice of presets in the EQ modes, that the NC700 and QC45 don't have access too. Have I used any of those presets. NO!Bottomline- Great Bose headphones, as good as the others. You may hear an improvement in the strength of the bass tone. But are they an absolute necessity over the existing QC45, or QC35ii's, not in my mind.However, as I indicated I still have excellent QC25 wired Bose headphones, and they are still good. So know, if you have Bose, they should last a long time.Hopefully, the Ultra's won't drop down to $250, because I know I will buy them.","August 25, 2024",AHTOEU4ZUVLOOLCFT5LXEI7KKQMA,True,0.0,Color: Cypress Green,Bose QuietComfort,0.24616068088290308,Positive,0.9923,Positive
ROG20CQUWLEBQ,B0CCZ26B5V,"4.0 out of 5 stars Wonderful sound quality, somewhat flimsy",VM Express,4,"I've had these Bose QuietComfort NC Headphones for about a month now, and I really like how they feel and sound. For context, I have tried out about 5 different pairs in the last 6 years, starting with some Plantronics PRO's back in 2017, which i still use occasionally for travel. Then I moved to some Sony ones which I did not like. All of these other headphones were wireless and noise cancelling in the $100 to $150 range. They each had some shortfall that made them hard to use. Honestly out of all my previous headphoen the Plantronics were the best in quality and durability and Battery life. Sony always had connectivity issues and would crash randomly. Even the mid range model WHCH710N which had a lot of issues. They would randomly crash during zoom calls or listening to music. Happened about 3-4 times a week, it was getting really annoying.I decided to tier up my headphones because I use them for work daily. I thought it was a worth while investment. I decided to go with Bose because of the name recognition and because I have seen many of my peers use them (Im a Software Engineer).My first impressions of the Bose headphones were :- Light- Easy to setup - reliable bluetooth connection (something Sony was lacking)- Excellent sound quality (Best sound quality - on par and slightly better than my Plantronics)- Comfortable (The most comfortable out of all the other headphones I've used)To elaborate further. A common pain point I've experienced is difficulty pairing and dealing with unstable bluetooth connections with my other headphones. I rightfully assumed that this was a price point issue, because I have not had that problem with the Bose headphones. The Bose headphones were easy to setup, they also have apps to help with it. But you can use them without any apps.They are very comfortable and fairly light, comparing to others i've used. I sometimes wear these for 6-10 hours a day and I never have that weird ear pain that you can develop from wearing headphones for long. I have very big ears so that is saying something.Sound quality is excellent. Deep bass with excellent sound range, very satisfying to listen to. They also have a great volume range. This is what Bose is known for so they definitely get this right.CON 1:They do feel rather flimsy. For this price point I expected more metal parts. The materials look well made and have excellent form factor. The headphones however are completely plastic from what I can tell. I feel like one good tug would snap the hinges on the ear pieces. This is a serious concern when you're wearing lose clothing or a hoodie. The headphone could get caught in the folds of your clothing and if were to pull hard or fast while going through the motions you might break them. I have no data to back this up obviously because I am not going to throw away perfectly good headphones to test that theory but you can sort of tell by holding them and pulling on them a little.CON 2:Battery life isn't great. If I forget to turn them off at the end of my work day they somehow continue to deplete the battery. The following morning they are already at 50% battery. So that is 50% a day with only 6-8 hours of actual work (active use). For reference, my old Plantronics headphones last for several days without needing a recharge. I have gone on to use them for 5+ days without having to charge them. Even the mid-range Sony headphones perform ""slightly"" better than this. I know it's good practice to turn them off after you're done but one forgets to do that far more often than one would think. There is room for improvement here.Overall i'd say these are excellent headphones with great sound quality and form factor. Do take a little extra care because they are not the most durable headphones out there. I am happy with. mySummary:PROS: Sound Quality, Comfort, Weight, Form Factor, Easy Setup, Reliable Bluetooth ConnectionCONS: Battery Life, Durability","May 15, 2024",AHKNGYT2K6K5PWJHXZVS3MRFAEMA,True,63.0,Color: Black,Bose QuietComfort,0.2651321138211382,Positive,0.9987,Positive
R2AKDHTMK4Z3G,B0CCZ26B5V,5.0 out of 5 stars they are a travel day game changer,Amanda,5,"I love these headphones. They were exactly what I was looking for. The green color is perfect and versatile. They're super comfortable around the ears and there is padding at the top of the head, which actually makes a huge difference when wearing for a long period of time. I wore them when traveling recently and I don't think I can ever fly without them now.. I can be pretty sensitive to sound and stimulation, so drowning out the sound of crowds in the airport and the loud hum of the plane during flight was absolutely amazing. It was actually kind of jarring to take them off mid flight and realize how well they work! My husband works from home and works different hours than I do, so it's so helpful to be able to wear them while reading, relaxing, listening to something, or taking a call of my own while he's on a call in the other room. The microphone has been super clear when I've hooked them up to my computer. And Aware mode is perfect for when I'm taking a walk in the neighborhood and want to listen to a podcast. It's doesn't feel safe to walk with complete noise cancellation, so this is the perfect solution. I did a good bit of research before making this purchase and I decided to spend a little more on the trusted Bose brand; definitely made the right choice for me.","September 3, 2024",AGSZECCIDLZ5QQ2SIANWULK3VMZA,True,0.0,Color: Cypress Green,Bose QuietComfort,0.3316633597883597,Positive,0.9956,Positive
R2BNZTYZD2RHNT,B0CCZ26B5V,"4.0 out of 5 stars Replacing a god-awful headband of Sony WH-1000. Seems quality built. Great NR. ""eh"" fidelity",basskleff,4,"It's early. I've had them a couple of weeks. I got a good deal, and they were back-ordered.I recognize Bose at where they excell- great noise cancelling, build quality, comfort and a headband, above all, that will last. The Sony WH-1000xm sounded great, balanced, but the headband was a complete travesty. I've done a nice electrical tape repair and have them as backup. They still sound good.Bose has never excelled in fidelity. They sound good in a way. Pleasing, warm, bassy, bottomy., a bit soupy, syruppy. But I have a Bachelor of Music on guitar and minored in Sound Recording Technology. and I had learned to listen very critically to timbre and space and musicality at a very young age.It will please the masses. Bose are a bunch of legacy MIT electrical engineers and physics majors and phDs fashioned in the image of their guru founder, Amar Bose who himself was an MIT phD electrical engineer.. And if any one of them actually has musicality and musical judgment, they're certainly not allowed to speak it into the product.As far as high fidelity, Bose was ragged on when the company actually tried competing in the so-called high-end loudspeaker space as ""BOSE= Buy Other Stereo Equipment"". They don't really image great, they don't have shimmering, glistening silky highs, the bottom was usually muddy.I will say the bottom is pretty pleasing on these.","September 2, 2024",AHVVHHHNH6RI4IOQM5D4TCOHBSYQ,True,0.0,Color: Moonstone Blue,Bose QuietComfort,0.25991758241758245,Positive,0.9872,Positive
R1KRNRDMO8BHHK,B0CCZ26B5V,5.0 out of 5 stars Magnifique (MUAH) chefs kiss,Andrea Mui,5,"Big tool fan, forty six and 2 hits, and I can't live without schism. Highly recommend for those 3 kid single moms who don't want to hear micky mouse club house no more. I mean being able to click that aware button though and interact with them when necessary is pretty golden. Definitely get to know your settings and where your EQ is located and play around with your settings because I definitely don't listen to a good jam with drums and bass at the same settings as I would some, pink floid, jamiroquai, sia, morgan wailen. You could but you don't have to, you can change em with the touch of a quick button. Slick. Its refreshing to have an astetic click and button sensation again instead of swiping my sony xm3s all backwards and sideways. I would go as far as saying bose puts you back in control again and I hope they never loose this feature or i will be guarding these QCs with my life. Weight is good on the head, fit is natural over the ears, only slightly protruding further than my ears. My kids can swing their arms around me and i dont get bashed i can headbang or more so nod and they dont travel. I can look down to change diapers look up to hang clothes. Rocking in my rocker on the porch and they dont budge. Only drawback i can think is they can be toasty on these hot AZ nights but over the ears in AZ kind of comes with the territory. im glad i seen washable silicone liners available. The app interface is streamlined and user friendly. Over all astounding, im gonna match up some socks and see what mickey is about to paint and listen to my kiddo shout out what colors he's using. Precious. And find time for myself. Thanks Bose ❤️ you did me a solid.Earings friendly unless your trying to hand a parakeet from them hoops. I have a total of eight piercing, in my ears. 😉","July 23, 2024",AHWG7I35EXWIFXWNWR7ZRQ4WXKNA,True,17.0,Color: White,Bose QuietComfort,0.17409542177399318,Positive,0.9924,Positive
R2F1FITP5STPE4,B0CCZ26B5V,"4.0 out of 5 stars So far, mostly so good",Holt,4,"I have been looking for a pair of noise cancelling headphones, and my family and friends swear by Bose. I wanted a pair for the metro, because I find that the usual earbud style of headphones can be difficult to hear on a noisy metro without cranking the volume higher than I think is probably good for regular listening. I had been looking at these headphones for a while, comparing them to other Bose products and other headphones. When they went on sale, I went for it. They are pretty easy to use, and easily connect to my phone. I wore them for most of a 33 hour journey between the US and SE Asia, and the battery I think maybe went down to 40%, so that held up very well. They are comfortable, and block the sound of a jet engine well, making it easy to hear my audio book. I have recently worn them on the noisy metro, and it was great; could keep my volume at a normal level and still hear. My only reason for not giving this a 5/5 is that, on that plane, the connection between the headphones and my phone would cut out--just for a second or so--but it did it a fair bit on the flight. It hasn't done it again since getting off the plane [at least not yet] so I am hoping it was a one-time thing, but I am a bit worried about that, especially since these were not cheap headphones, even on sale.","August 11, 2024",AHNOAM5DAQYEKUJUVDCF3IFAQREA,True,0.0,Color: Cypress Green,Bose QuietComfort,0.15977777777777774,Positive,0.7972,Positive
R3FXTCCLYCHDCV,B0CCZ26B5V,"4.0 out of 5 stars Love the color, works great most of the time.",brooke,4,"I have had my Beats Solo3s for 5 years now and they work great still, but the ear pad cushions are falling apart.. so I wanted to get a new pair, but I wasn’t seeing the best reviews on the newer beats headphones so I decided to try Bose which I have heard decent things about.Overall comfort is about the same in both, I like the feel of beats a little more over my ears specifically. Both have long battery life’s.For these specifically:Pros:- Noise cancellation pretty good- Love the colorCons:- I would say around 2% of the time sound comes out crackly. It’s not that often but is not great when just trying to watch a video.- For the price I expected better…not the equivalent or lower quality than ones that are $100 less.Overall not a bad choice. Don’t regret my decision, but I also didn’t try out any others and if I did maybe I would’ve rather gotten a difference brand or model.","September 1, 2024",AHKQLQKUSD62SSXOP7LH2NP2QIOQ,True,0.0,Color: Moonstone Blue,Bose QuietComfort,0.2710353535353535,Positive,0.987,Positive
R3J47OJ199W8H6,B0CCZ26B5V,"3.0 out of 5 stars Pros and cons, but look elsewhere for working from home",Nathan,3,"I purchased these headphones for the purpose of working from home in a call center environment for 8hr a day. My main reasons for purchasing were: to go wireless, and increase comfort. I am often in meetings and calls for hours at a time, and the headphones my organization provided were painful.On my first day of use, I noticed a couple issues. First issue is that on Windows and Mac the microphone volume is far too low. Nobody on Microsoft Teams or my call center software could hear me. I needed to install a separate application to artificially boost the microphone by around 20dB. Second issue I noticed is regarding having two devices connected at the same time. Example: If you are actively streaming audio from a Windows computer, and then your iPhone gets a text notification, the headphones will cut the audio from the Windows computer to play the iPhone notification. When this happens, your Bluetooth connection either drops, or the audio quality gets very bad (crackling, stutters, etc) and you need to disconnect/reconnect devices.On my second day of use, I experienced random drops in audio quality and needed to power off/on the headphones 3 times.Bose has many suggestions and troubleshooting steps in their support articles, which I have gone through. That being said, these headphones are fine. I will keep them and enjoy them for my work (when they are working) and enjoy them for traveling. That being said, I do wish I would have gone with a Microsoft Teams certified device instead for my purposes. This product appears to be more intended for casual use as opposed to professional use.The sound quality is very good compared to my Sennheiser HD598. Audio is very clear, especially in the mid to high frequencies. Other reviews mention a lack of bass, but I found the bass to be MORE than enough. The active noise cancellation has a huge impact on music listening; I feel like the sound stage is very wide as I can hear many details in songs I haven't picked up on before.Noise cancellation is insanely good. I don't have a great basis for comparison, but it's almost eerie how silent the world is when you have these on. At most, I can barely hear a super loud fan a few feet away, or I barely hear the faucet when washing dishes. I look forward to using these while doing chores around the house!Comfort and fit is great for only 2 days of use. They are much more comfortable than I expected, as I have a big head and typically need to ""break in"" headphones a little bit longer. I had these headphones on for hours and they didn't give me any issues.Overall, despite the annoying connection issues I have with these things I am going to keep them. I like them enough to where I am willing to work around these issues for now. The next time I need to travel these are going to be a life saver. I can't wait to finally sleep on planes! If you're working from home, I would recommend seeking a Microsoft Teams certified pair of headphones.","August 8, 2024",AGM4QCFYMZPGNDXBEQO4S7UZ4KQQ,True,3.0,Color: Black,Bose QuietComfort,0.10775537634408602,Positive,0.9901,Positive
R2LADG8RJMLWE,B0CCZ26B5V,5.0 out of 5 stars My favorite headphones of all time.,Yingzi Lei,5,"I absolutely love these headphones. In the past, I had the Bose Headphones 700. Those were super neat but after a bit I would get some minor headaches because the fit was a bit tight, even after adjusting them. These QC headphones are the most comfortable headphones I've worn ever. I can wear them for hours and it'd feel fine, which I love. My head is a bit small, so I have a hard time finding comfortable headphones that don't look funky.The sound quality is perfect for me! I am not too picky about sounds because I can't really tell too much of a difference, but I think these sound perfectly find and clear. There are two modes already set up. There's the noise canceling one which works perfectly, and the aware mode. For these headphones, I'd say the aware mode still blocks out a good amount of noise, but that's perfectly fine for me.Overall, I love the quality and the comfort of these headphones. Definitely worth the price (I got it on sale!).","August 16, 2024",AHBW7DLXOFKNSM5CRHYJML3FFHMQ,True,1.0,Color: White,Bose QuietComfort,0.3415343915343915,Positive,0.9974,Positive
